TRIP_DURATION,DISTANCE_TRAVELED,NUM_OF_PASSENGERS,FARE,TIP,MISCELLANEOUS_FEES,TOTAL_FARE,SURGE_APPLIED
1105,3,1,98,0,6,104,0
1024,5,5,98,25,26,149,1
2026,17,1,251,69,27,347,1
1202,4,1,101,34,34,169,1
894,3,2,83,0,14,96,0
2237,7,1,180,0,27,207,1
1268,4,6,109,0,10,119,0
598,3,1,60,0,6,66,0
1072,5,1,101,26,31,158,1
1043,13,3,180,0,6,186,0
1716,4,1,135,0,14,149,0
669,2,1,60,0,27,87,1
685,7,2,105,0,29,134,0
597,3,1,68,15,6,88,0
566,4,1,68,0,10,77,0
409,1,2,45,0,6,51,0
833,3,1,83,17,35,134,1
1028,11,1,169,0,27,195,1
303,1,6,41,11,13,66,0
1217,5,1,101,0,34,135,1
900,5,1,101,22,27,150,1
309,1,1,41,13,10,64,0
1704,5,1,146,39,10,195,0
999,3,1,86,17,27,130,1
84405,7,1,150,31,6,187,0
516,2,1,56,0,14,70,0
1902,10,2,206,0,6,212,0
1565,11,1,184,0,27,210,1
1505,11,1,180,38,26,244,1
1407,13,1,191,54,27,272,1
690,3,1,75,16,6,97,0
1130,19,1,244,0,10,254,0
1232,9,1,146,35,31,212,1
634,3,1,64,14,26,104,1
2047,12,1,218,49,26,293,1
1240,4,2,113,28,26,167,1
250,1,1,34,6,6,46,0
607,3,6,68,0,6,74,0
881,7,1,109,0,10,119,0
2373,7,1,191,54,27,272,1
1256,5,1,116,15,6,137,0
484,3,1,64,0,30,94,1
879,3,1,83,8,13,104,0
763,10,1,150,0,2,152,0
400,1,1,41,0,14,55,0
1332,6,1,120,30,30,180,1
506,3,1,60,0,6,66,0
1766,11,1,188,9,6,203,0
6550,8,1,446,0,6,452,0
1110,2,1,90,8,13,111,0
1057,4,1,105,0,6,111,0
1165,8,1,128,32,30,189,1
419,2,1,53,17,34,104,1
572,8,1,116,0,27,143,1
228,1,1,38,0,34,72,1
931,12,1,169,0,30,199,1
471,2,1,56,18,34,108,1
930,3,1,86,15,10,111,0
2418,13,1,233,66,30,329,1
1062,4,1,105,26,27,158,1
357,1,2,41,14,6,61,0
1809,12,1,195,0,14,209,0
2465,8,1,203,46,26,275,1
4914,9,1,364,0,6,370,0
700,5,1,94,0,10,104,0
273,2,1,41,8,26,75,1
495,1,2,53,16,26,95,1
427,2,1,49,0,10,59,0
3462,41,3,675,75,23,773,1
67,1,1,26,6,6,39,0
1560,11,1,191,22,27,240,1
1583,14,1,214,45,14,273,0
405,4,6,68,0,10,77,0
596,3,1,71,25,31,127,1
304,2,1,45,18,27,90,1
322,2,1,45,8,6,59,0
1010,3,6,90,23,27,140,1
452,2,1,56,19,6,81,0
1505,6,5,124,0,10,134,0
1139,6,4,116,0,14,130,0
932,3,1,79,0,6,85,0
3284,4,1,233,0,6,239,0
706,3,2,71,0,6,77,0
1281,6,1,116,25,10,151,0
201,1,1,38,11,6,54,0
999,8,1,128,0,6,134,0
3295,14,1,266,66,62,395,0
1062,6,1,109,23,6,138,0
899,5,1,90,0,34,124,1
308,2,5,45,0,10,55,0
2310,16,6,263,0,29,291,0
609,2,1,60,20,6,86,0
2703,14,3,300,0,2,302,0
286,2,1,41,14,6,61,0
2351,13,1,300,60,3,363,0
427,1,1,45,11,26,82,1
1669,12,1,191,0,27,218,1
1053,7,3,124,0,14,137,0
1171,7,1,124,31,30,185,1
646,4,1,71,21,14,106,0
1110,9,1,143,15,27,184,1
646,3,1,71,20,31,122,1
851,3,6,83,8,14,104,0
471,6,1,90,11,6,107,0
226,1,1,38,21,35,93,1
2625,7,1,206,44,13,264,0
353,1,6,41,0,6,47,0
267,1,2,34,8,6,48,0
895,5,1,101,21,6,129,0
1885,10,1,184,0,55,239,0
109,1,2,26,0,6,32,0
233,1,1,38,28,10,75,0
72586,36,1,443,0,10,452,0
845,10,1,143,0,30,173,1
748,4,1,83,15,14,111,0
1204,9,1,154,0,34,188,1
1903,19,1,263,58,26,347,1
5879,15,1,443,0,6,449,0
567,1,1,53,0,6,59,0
638,6,1,98,38,13,149,0
526,3,1,64,20,34,117,1
1873,6,1,154,38,34,225,1
933,2,1,79,0,27,105,1
1465,8,1,158,38,34,230,1
799,7,1,109,35,30,174,1
2865,11,2,259,57,27,342,1
30,1,1,188,0,2,190,0
1123,7,1,124,6,14,143,0
1263,9,1,154,43,63,260,0
890,11,1,158,43,55,255,0
231,1,2,38,0,6,44,0
1382,5,1,120,15,14,149,0
532,1,1,56,0,27,83,1
1195,3,2,105,30,13,148,0
1240,10,1,158,0,59,216,0
818,4,1,83,23,34,140,1
1222,3,1,105,0,6,111,0
1944,17,1,255,52,6,313,0
1593,5,2,15,0,2,17,0
1095,3,1,86,0,6,92,0
3412,7,1,244,0,6,250,0
362,2,2,53,0,10,62,0
2402,6,1,188,0,34,222,1
922,4,1,86,30,34,150,1
1413,17,1,236,0,10,246,0
917,4,1,83,0,14,96,0
718,1,1,64,0,14,77,0
650,6,1,101,0,6,107,0
718,3,1,75,11,27,113,1
1007,4,1,90,0,14,104,0
2234,7,1,176,0,27,203,1
16164,11,1,300,0,2,302,0
588,6,1,98,28,13,139,0
399,4,1,64,18,27,108,1
10768,45,3,23,0,2,25,0
924,7,5,116,0,30,147,1
842,2,1,75,16,6,97,0
413,3,1,53,0,27,79,1
897,4,5,90,0,14,104,0
535,2,1,60,22,27,109,1
1683,12,1,199,45,27,270,1
979,7,1,120,0,10,130,0
957,4,1,86,0,6,92,0
958,3,6,90,0,6,96,0
1527,5,1,128,28,14,169,0
1339,6,1,128,8,6,141,0
1664,9,1,158,38,34,230,1
1080,5,5,105,33,6,144,0
479,2,2,56,21,13,91,0
846,8,1,120,0,6,126,0
461,2,1,56,11,10,77,0
1014,6,1,105,26,27,158,1
812,4,1,86,11,6,104,0
840,3,1,75,20,6,101,0
512,4,2,79,15,10,104,0
714,1,1,64,18,27,108,1
3457,12,1,270,15,14,299,0
855,4,1,90,21,13,124,0
740,5,1,86,24,34,144,1
230,3,1,49,0,10,59,0
550,3,1,68,0,27,94,1
80606,2,1,41,0,10,51,0
1177,5,1,105,0,14,119,0
394,1,1,45,15,6,66,0
473,2,1,53,16,26,95,1
668,4,1,75,0,27,102,1
358,2,1,53,12,6,70,0
958,4,5,90,29,27,146,1
2460,21,1,225,0,2,227,0
759,6,1,98,31,27,155,1
1259,8,1,131,15,14,160,0
562,2,1,64,0,34,98,1
2113,30,1,390,96,89,575,0
687,2,1,68,0,27,94,1
831,4,1,79,17,6,102,0
517,2,1,60,24,34,118,1
509,4,1,71,20,31,122,1
383,1,2,38,0,27,64,1
843,3,3,75,0,6,81,0
1492,8,1,146,30,6,183,0
212,2,1,38,0,27,64,1
1473,13,1,188,0,6,194,0
607,3,1,68,20,14,101,0
836,8,1,128,0,34,162,1
667,4,1,71,0,27,98,1
618,3,1,68,20,34,122,1
2523,18,1,289,95,26,410,1
1911,5,2,150,15,14,179,0
1337,5,1,124,0,6,130,0
1266,14,1,184,60,55,299,0
308,3,1,53,16,26,95,1
398,3,1,53,0,10,62,0
201,1,1,34,8,6,47,0
941,3,1,83,0,14,96,0
2526,11,1,221,0,27,248,1
681,4,1,75,0,27,102,1
132,1,1,30,10,7,47,0
7120,16,1,510,0,6,516,0
93,1,1,26,12,34,72,1
1019,5,1,98,15,27,139,1
561,8,1,150,30,3,183,0
1192,5,1,113,0,27,139,1
1687,11,1,180,21,30,231,1
485,1,1,49,11,6,66,0
563,2,3,60,20,6,86,0
2316,8,1,180,15,27,222,1
5535,50,1,413,0,2,415,0
1004,8,2,131,0,6,137,0
1210,16,1,221,55,55,332,0
471,3,1,60,8,26,94,1
739,2,1,68,16,7,90,0
285,1,2,38,8,6,51,0
399,3,1,56,17,31,104,1
1484,5,1,128,31,26,185,1
648,3,1,71,24,27,122,1
903,4,1,86,0,14,100,0
1017,5,1,98,31,27,155,1
599,3,6,71,16,10,97,0
1318,28,1,390,89,55,534,0
3302,10,1,263,30,27,319,1
802,4,1,90,0,10,100,0
737,3,1,75,10,6,91,0
2767,20,2,308,60,76,443,1
362,2,1,49,16,13,78,0
741,7,1,113,30,6,148,0
920,2,1,79,17,6,102,0
1083,1,1,90,19,6,115,0
1109,4,1,98,22,14,133,0
1097,7,1,120,0,6,126,0
4888,23,1,431,0,6,437,0
1146,12,2,180,63,31,274,1
901,4,1,90,22,27,139,1
501,3,1,60,18,30,108,1
538,2,1,60,16,7,83,0
1963,23,2,375,75,3,453,0
2973,15,1,296,56,34,386,1
727,9,1,188,22,3,212,0
344,1,1,41,9,6,57,0
1392,4,1,113,15,27,154,1
69,1,1,26,7,10,43,0
621,4,1,75,0,27,102,1
454,2,1,49,8,13,70,0
2002,8,1,169,0,34,203,1
244,1,1,34,75,10,119,0
2456,22,1,330,0,27,357,1
970,5,1,101,0,30,132,1
613,4,1,75,10,31,116,1
819,2,1,64,0,6,70,0
1555,5,1,131,33,34,198,1
987,3,1,90,26,13,129,0
734,6,1,98,31,27,155,1
810,5,3,90,24,30,144,1
1956,23,1,315,93,59,467,0
632,2,2,64,8,13,85,0
924,5,2,98,25,26,149,1
1852,16,1,233,22,31,285,1
459,1,2,45,0,6,51,0
879,7,1,116,0,30,147,1
806,4,1,83,0,14,96,0
1349,4,1,116,26,27,169,1
2466,6,1,195,0,6,201,0
251,2,2,188,47,3,237,0
1015,4,1,98,19,26,143,1
2604,16,1,278,0,34,312,1
804,3,1,79,8,26,113,1
682,3,1,71,21,34,126,1
1623,10,1,173,0,76,248,1
557,2,2,56,21,26,104,1
659,3,2,71,0,27,98,1
1295,3,6,105,26,27,158,1
763,4,1,83,27,27,136,1
1140,7,1,120,0,27,147,1
697,5,1,113,0,2,115,0
1018,10,1,146,0,6,152,0
1731,5,2,135,0,14,149,0
44066,1,2,38,0,6,44,0
1136,8,1,139,29,6,174,0
1206,9,1,143,0,6,149,0
967,4,1,98,19,26,143,1
357,2,1,45,15,6,66,0
2236,18,1,274,0,76,350,1
648,4,1,75,0,10,85,0
3999,15,2,349,75,27,450,1
733,5,2,86,23,31,140,1
1563,6,1,131,22,27,180,1
965,3,1,83,0,14,96,0
786,5,1,90,26,31,147,1
1060,10,1,158,22,10,190,0
556,4,1,79,18,14,111,0
1431,11,5,176,51,26,254,1
280,1,1,38,13,6,57,0
1810,12,1,199,0,55,254,0
866,4,1,90,24,45,159,1
481,3,1,56,14,13,84,0
531,2,1,60,14,34,108,1
643,6,1,101,8,58,168,0
2271,15,1,236,15,27,278,1
175,1,1,34,0,30,64,1
807,6,1,94,0,6,100,0
1921,10,1,184,19,26,229,1
356,1,1,41,14,6,61,0
783,2,1,75,20,6,101,0
2049,18,1,263,79,55,397,0
895,16,2,199,0,10,209,0
298,2,1,41,8,14,63,0
1208,5,2,113,24,6,142,0
1182,7,1,188,0,2,190,0
126,1,1,26,10,6,42,0
1519,11,1,176,48,62,287,0
503,3,6,60,7,6,73,0
550,3,3,64,27,27,117,1
1134,2,1,90,8,13,111,0
1168,5,1,109,15,27,150,1
4005,16,1,349,0,34,383,1
297,1,1,38,9,10,57,0
867,6,1,101,13,26,141,1
587,3,2,68,18,27,113,1
476,1,1,49,0,14,62,0
677,2,1,60,17,27,104,1
1557,9,3,169,39,27,234,1
902,4,1,86,20,14,120,0
562,4,1,71,15,6,93,0
656,4,1,120,0,2,122,0
1140,9,1,139,30,14,183,0
3343,11,1,248,45,6,299,0
984,5,1,105,33,27,165,1
836,8,1,128,0,6,134,0
1066,3,1,90,10,6,106,0
2079,10,1,173,0,2,175,0
472,1,1,53,20,13,86,0
1601,9,1,165,38,9,212,0
920,6,1,105,0,27,132,1
1487,11,1,184,24,2,210,0
531,2,5,56,16,6,78,0
282,2,1,41,14,31,86,1
814,3,1,79,34,34,147,1
380,2,1,49,8,13,70,0
2910,26,1,371,0,14,385,0
526,3,1,64,14,6,84,0
1430,8,1,225,50,22,297,1
400,2,1,49,17,34,99,1
986,3,1,86,0,27,113,1
1776,14,1,218,38,62,318,0
1461,3,1,113,0,14,126,0
2182,12,1,221,52,27,300,1
936,5,1,90,25,34,149,1
366,1,1,45,38,6,89,0
38813,12,1,191,33,26,251,1
1205,2,1,218,0,6,224,0
581,3,1,68,23,10,100,0
1201,13,1,191,22,31,244,1
406,2,1,53,15,14,81,0
200,1,1,38,0,10,47,0
333,2,6,41,8,6,55,0
627,3,1,68,20,34,122,1
546,3,1,64,15,14,93,0
1428,8,1,158,0,10,167,0
797,11,1,154,32,6,192,0
1555,4,2,128,0,14,141,0
448,2,3,53,17,6,76,0
409,2,1,49,0,14,62,0
1326,11,1,113,0,2,115,0
338,1,1,45,12,34,91,1
606,6,1,90,0,6,96,0
873,1,1,75,18,13,106,0
786,3,2,75,18,13,106,0
761,5,1,94,0,27,120,1
1438,10,1,173,40,26,239,1
918,13,1,173,36,6,214,0
906,6,1,105,30,13,148,0
205,2,6,41,14,13,68,0
1421,6,1,124,38,26,188,1
452,2,2,53,16,14,83,0
1717,10,1,191,24,2,218,0
607,4,1,75,15,30,120,1
1349,4,2,109,27,27,162,1
482,2,1,53,15,6,74,0
545,3,1,68,0,10,77,0
1152,11,1,169,0,6,175,0
2447,24,1,341,0,14,355,0
1395,3,1,109,27,27,162,1
471,1,1,53,12,6,70,0
333,3,1,49,0,6,55,0
561,2,1,60,9,6,75,0
1069,3,1,94,21,14,129,0
2634,10,2,218,58,13,289,0
1243,4,6,105,13,27,145,1
15462,5,1,135,0,2,137,0
716,3,1,75,21,10,106,0
1140,7,1,120,22,27,169,1
700,5,1,86,28,27,141,1
1216,5,1,113,28,26,167,1
1211,18,1,240,0,6,246,0
102,1,1,26,0,10,36,0
857,4,1,83,0,6,89,0
1200,5,1,113,0,27,139,1
1111,3,1,94,0,27,120,1
865,4,1,83,22,26,131,1
993,3,2,86,15,6,107,0
1192,8,1,128,0,6,134,0
1074,4,1,98,26,6,129,0
486,2,1,56,11,34,102,1
826,3,1,79,28,34,141,1
902,4,5,86,23,6,115,0
478,2,2,56,0,10,66,0
623,4,1,75,16,6,97,0
958,6,1,101,15,27,143,1
1252,15,1,210,43,6,259,0
885,4,1,86,0,27,113,1
2230,11,1,203,0,14,216,0
1053,16,1,218,56,6,279,0
1265,5,1,113,14,27,153,1
592,2,1,60,0,10,70,0
1677,5,1,139,8,6,152,0
8326,23,1,611,0,6,617,0
979,5,1,105,0,10,115,0
375,2,1,53,16,9,78,0
1213,7,1,131,32,31,194,1
448,2,2,53,12,6,70,0
931,4,1,90,0,27,117,1
33,9,1,150,0,6,156,0
2522,9,1,191,41,13,246,0
612,10,1,338,8,2,347,0
756,7,1,113,0,10,122,0
1069,4,2,101,38,27,166,1
1154,4,1,98,0,14,111,0
844,3,1,75,16,6,97,0
1259,9,1,161,38,26,225,1
425,2,1,56,8,26,90,1
958,5,1,98,26,34,158,1
680,3,1,75,30,27,132,1
1491,8,1,146,32,13,192,0
1225,5,2,109,0,6,115,0
1164,5,1,109,15,34,158,1
1640,12,1,191,0,14,205,0
1193,4,1,105,26,27,158,1
1573,7,2,143,34,26,203,1
225,2,5,41,7,6,54,0
764,3,1,68,7,6,81,0
497,2,1,75,0,2,77,0
1075,5,1,86,0,27,113,1
894,4,2,90,23,27,140,1
257,2,1,41,8,26,75,1
2261,9,1,199,0,6,205,0
351,3,1,53,15,6,74,0
305,2,1,41,0,34,75,1
525,3,2,60,14,10,84,0
2550,8,1,206,47,26,279,1
1070,5,1,113,8,6,126,0
878,3,1,79,25,6,110,0
192,1,1,30,8,13,51,0
476,1,1,53,0,27,79,1
1317,3,1,105,26,27,158,1
981,4,1,98,25,26,149,1
473,2,1,53,16,9,78,0
479,3,1,56,5,6,68,0
1005,8,1,128,0,10,137,0
711,6,1,98,0,60,157,1
1025,6,1,105,28,6,139,0
1678,7,1,150,0,10,160,0
1044,8,1,135,0,2,137,0
599,3,1,68,16,14,97,0
896,8,5,128,15,34,177,1
1361,6,1,128,0,34,162,1
1056,9,1,143,0,6,149,0
394,2,2,49,0,14,62,0
449,2,2,56,16,6,78,0
983,3,1,90,8,6,104,0
1443,11,3,176,0,27,203,1
1451,4,1,124,30,27,180,1
1107,4,1,98,0,6,104,0
990,9,1,135,0,27,162,1
1834,7,1,150,34,26,210,1
237,1,1,38,13,26,77,1
1531,9,1,165,38,26,229,1
3128,16,1,308,0,27,334,1
976,3,1,86,23,26,135,1
1364,5,1,116,0,27,143,1
1126,4,2,101,23,13,138,0
1064,5,1,101,0,14,115,0
1158,12,2,176,76,75,328,1
803,4,1,75,16,6,97,0
997,4,1,90,21,13,124,0
1323,2,2,101,0,6,107,0
621,1,1,60,20,6,86,0
1674,6,1,143,0,27,169,1
975,3,1,86,0,27,113,1
605,4,1,71,15,14,100,0
756,2,6,68,0,6,74,0
1174,2,1,94,0,6,100,0
897,5,1,101,0,10,111,0
732,5,1,90,20,10,120,0
1485,6,1,131,8,34,173,1
556,2,1,60,7,14,81,0
2328,6,1,176,42,34,252,1
595,3,1,60,13,6,79,0
785,3,1,75,13,27,115,1
874,8,1,131,35,10,176,0
1569,3,1,300,0,2,302,0
396,1,1,49,16,6,71,0
1527,5,1,131,32,26,189,1
914,10,1,150,36,30,216,1
2493,20,1,308,78,6,392,0
1282,13,1,188,0,27,214,1
524,5,1,83,2,6,90,0
562,3,1,56,0,6,62,0
3704,23,2,368,0,14,381,0
428,2,5,53,12,6,70,0
4013,20,1,364,15,27,405,1
948,5,1,101,0,34,135,1
676,3,1,71,16,10,97,0
666,4,6,75,22,14,111,0
734,10,1,143,46,9,198,0
2441,28,2,1125,243,90,1458,0
928,6,1,101,26,26,153,1
382,2,1,53,8,6,66,0
185,2,1,38,0,6,44,0
1826,15,1,229,68,75,372,1
2110,5,1,161,0,14,175,0
1353,8,1,139,15,6,160,0
321,2,1,45,10,6,61,0
470,3,1,56,0,14,70,0
666,7,1,116,0,27,143,1
661,2,1,68,30,14,111,0
671,5,1,86,0,10,96,0
558,2,1,60,16,7,83,0
274,1,6,38,0,14,51,0
1058,7,1,113,0,14,126,0
990,9,1,143,34,26,203,1
998,4,1,94,26,34,153,1
368,3,1,53,8,9,70,0
260,1,6,38,8,6,51,0
999,4,1,90,17,27,134,1
488,2,1,60,16,7,83,0
983,6,1,109,34,26,169,1
370,1,1,45,2,13,60,0
1499,7,1,143,30,10,183,0
532,7,1,105,33,6,144,0
732,4,1,83,22,6,111,0
2831,13,2,248,0,27,274,1
831,9,1,131,38,9,179,0
1343,2,1,105,0,14,119,0
463,2,1,49,8,6,62,0
1920,8,1,165,0,34,199,1
1735,11,2,180,21,6,207,0
3324,14,6,270,0,6,276,0
324,1,1,41,0,27,68,1
651,2,2,64,14,6,84,0
1768,11,1,195,57,34,286,1
297,1,4,38,0,6,44,0
2317,12,1,210,49,34,293,1
1119,4,1,101,21,6,129,0
787,6,1,105,15,34,154,1
920,8,1,124,0,59,183,0
2134,18,1,259,41,13,313,0
594,4,1,71,16,10,97,0
1651,8,1,143,30,6,178,0
680,2,1,64,0,27,90,1
942,6,1,109,31,13,153,0
1368,13,5,195,50,55,300,0
1003,13,1,176,46,55,278,0
2042,7,1,161,0,10,171,0
495,1,2,53,0,6,59,0
582,3,4,64,18,27,108,1
597,4,1,75,8,26,109,1
892,6,1,109,30,6,144,0
2516,11,1,218,45,6,268,0
233,1,1,34,16,30,80,1
537,3,1,60,20,6,86,0
438,2,1,45,18,13,76,0
805,6,1,98,0,30,128,1
471,4,1,79,0,6,85,0
747,9,1,135,0,6,141,0
719,4,4,86,25,13,125,0
1797,7,1,150,15,27,192,1
576,1,2,60,0,10,70,0
900,12,1,161,34,10,205,0
983,3,1,90,15,6,111,0
920,7,1,109,15,6,130,0
1524,12,1,180,41,27,248,1
1159,3,1,101,21,6,129,0
1313,8,1,135,28,6,169,0
123,1,5,30,11,6,47,0
218,3,1,49,0,30,79,1
1474,10,6,158,37,26,221,1
83888,11,1,161,30,10,201,0
882,5,1,90,8,9,107,0
763,4,5,83,18,10,111,0
147,1,2,30,19,6,55,0
1148,6,1,116,0,14,130,0
978,3,1,86,28,27,141,1
967,6,1,109,23,6,138,0
647,6,5,105,23,10,138,0
1402,3,1,113,29,34,176,1
1140,8,1,139,0,34,173,1
1220,5,5,113,38,13,164,0
428,2,4,49,0,14,62,0
946,9,1,139,38,9,186,0
942,5,1,109,27,27,162,1
503,6,1,94,20,6,120,0
2063,13,1,221,45,6,273,0
2048,11,3,206,48,34,288,1
775,5,1,90,29,27,146,1
1638,10,1,169,0,63,231,0
930,9,5,139,15,6,160,0
306,1,2,530,0,2,533,0
731,3,1,71,20,31,122,1
1209,10,1,161,0,27,188,1
1267,21,1,266,0,59,325,0
1603,3,2,124,26,6,156,0
2150,7,1,180,15,34,229,1
746,6,1,101,19,27,147,1
317,1,3,60,12,3,75,0
818,2,1,64,20,34,117,1
1253,6,1,120,32,10,162,0
911,4,1,86,0,6,92,0
835,5,1,90,24,6,120,0
828,7,1,116,24,6,147,0
1454,5,1,128,15,27,169,1
900,4,1,90,31,14,135,0
1430,7,5,143,0,6,149,0
1092,11,1,169,39,27,234,1
408,2,2,49,19,13,81,0
1074,4,6,105,0,34,139,1
424,2,1,53,8,6,66,0
572,3,1,64,0,34,98,1
1523,2,2,116,30,34,180,1
691,3,4,75,0,10,85,0
1186,3,1,98,0,10,107,0
315,2,1,41,5,6,53,0
329,2,1,45,16,10,71,0
1470,12,1,169,0,27,195,1
859,3,5,79,2,6,86,0
912,6,1,98,26,30,153,1
694,4,1,75,8,6,89,0
1060,5,2,105,17,6,128,0
2202,8,1,180,38,34,252,1
789,2,1,71,21,14,106,0
957,5,1,105,8,6,119,0
801,2,1,68,0,6,74,0
3948,30,1,390,0,89,479,0
1850,8,1,169,35,6,210,0
2252,24,1,341,0,30,372,1
639,4,1,98,8,2,107,0
1080,1,2,86,18,6,111,0
385,2,1,53,8,6,66,0
1156,3,1,94,0,6,100,0
532,3,1,60,17,27,104,1
1759,14,1,229,51,27,306,1
1784,5,1,143,30,27,199,1
972,4,2,98,25,26,149,1
730,2,2,71,15,6,93,0
1872,4,1,143,0,27,169,1
1144,5,1,113,32,13,158,0
544,2,1,56,20,10,86,0
1144,4,1,105,28,34,167,1
1343,7,1,135,28,6,169,0
737,3,5,75,27,13,115,0
400,2,1,53,15,6,73,0
345,2,2,41,11,13,66,0
2180,11,1,218,0,55,273,0
271,2,1,41,13,10,64,0
916,11,1,154,42,55,251,0
1798,9,1,176,0,6,182,0
573,2,1,64,8,6,77,0
1459,12,1,184,0,27,210,1
2114,9,1,191,0,14,205,0
331,2,1,113,0,2,115,0
834,4,1,86,23,26,135,1
432,2,2,53,13,14,79,0
6961,12,1,488,0,10,497,0
1147,5,1,109,14,26,149,1
2393,12,1,218,49,26,293,1
665,3,5,71,21,34,126,1
2296,20,1,296,65,26,387,1
1673,5,1,131,0,14,145,0
452,3,1,60,13,27,100,1
921,5,2,98,8,30,135,1
1753,6,1,146,0,14,160,0
1001,12,1,165,30,34,229,1
460,3,1,60,14,10,84,0
1236,6,1,120,0,6,126,0
5450,33,1,578,0,14,591,0
1280,6,1,124,37,63,224,0
952,4,1,90,0,27,117,1
656,3,1,71,15,34,120,1
1005,7,3,124,0,6,130,0
2167,13,1,203,0,6,209,0
513,4,1,75,17,10,102,0
1412,8,1,143,44,6,193,0
278,2,1,41,14,31,86,1
2472,10,1,203,0,10,212,0
334,1,2,41,15,10,66,0
990,10,1,150,44,27,221,1
1384,10,1,158,0,14,171,0
1995,9,1,180,37,6,223,0
543,1,6,56,8,26,90,1
940,4,1,90,11,14,115,0
678,3,1,71,20,10,101,0
1637,9,1,161,8,6,175,0
650,6,1,101,0,10,111,0
473,3,1,60,22,26,108,1
1020,8,1,139,0,27,165,1
852,5,1,98,31,27,155,1
1830,5,1,146,0,6,152,0
1512,11,1,180,41,27,248,1
840,3,1,79,16,26,121,1
542,2,1,56,16,10,83,0
267,2,1,45,16,10,71,0
561,3,1,64,5,6,75,0
544,3,1,60,15,13,88,0
1163,5,1,105,15,27,147,1
1032,4,1,98,0,27,124,1
1230,5,5,120,30,14,164,0
350,1,1,38,0,6,44,0
1175,3,5,101,8,26,135,1
926,2,1,79,21,27,126,1
1194,6,1,120,25,6,151,0
1296,7,1,124,0,34,158,1
1302,8,1,150,53,27,230,1
773,4,1,83,22,31,135,1
1284,22,1,274,0,10,284,0
856,10,1,146,0,6,152,0
1620,10,1,173,0,55,228,0
1647,5,1,139,0,27,165,1
1676,13,1,203,15,27,244,1
1249,13,1,188,44,9,241,0
825,4,1,83,23,34,140,1
917,3,3,86,0,14,100,0
564,2,1,64,15,14,93,0
1830,11,1,203,38,26,267,1
1777,6,1,146,32,13,192,0
742,3,1,79,103,6,188,0
1146,16,1,300,60,3,363,0
1006,6,1,113,28,26,167,1
539,5,1,83,0,6,89,0
1094,6,1,109,24,14,147,0
1152,3,1,98,15,6,119,0
395,2,1,45,15,30,90,1
1867,16,1,240,0,6,246,0
669,4,1,75,0,27,102,1
1029,10,1,158,0,6,164,0
332,2,1,49,8,6,62,0
662,2,1,64,0,10,74,0
197,2,1,41,10,10,61,0
803,6,1,98,38,6,141,0
1281,12,3,165,0,14,179,0
543,2,4,60,9,6,75,0
823,6,1,101,23,13,138,0
956,3,1,86,30,6,122,0
2661,13,1,218,0,27,244,1
859,4,1,90,8,6,104,0
627,2,1,60,0,10,70,0
288,1,1,38,0,27,64,1
288,2,1,41,10,10,61,0
1210,7,1,124,19,6,149,0
806,2,1,71,0,27,98,1
541,3,1,60,0,6,66,0
3454,18,1,319,0,14,332,0
691,3,1,75,0,6,81,0
977,5,1,101,27,6,134,0
913,5,1,94,24,27,144,1
1053,9,1,143,0,14,156,0
987,3,1,86,1,13,100,0
304,1,1,45,8,6,59,0
208,1,2,34,0,14,47,0
1978,12,1,210,15,63,288,0
529,2,5,56,14,13,84,0
1360,7,1,143,35,34,212,1
3277,25,1,394,0,10,404,0
1467,8,1,139,50,26,215,1
2081,4,1,158,38,34,230,1
1644,12,1,188,0,6,194,0
706,4,1,128,26,2,156,0
981,4,1,94,0,34,128,1
1397,5,1,120,29,27,176,1
397,2,1,53,16,26,95,1
1329,3,2,109,0,6,115,0
301,1,1,38,7,6,50,0
302,3,1,53,0,6,59,0
1138,12,1,180,15,30,225,1
486,3,2,60,0,34,94,1
1019,9,1,146,35,26,207,1
1799,15,1,233,0,6,239,0
1427,7,1,139,52,34,225,1
428,2,1,49,12,14,75,0
1384,6,6,128,31,26,185,1
481,11,2,450,7,51,508,0
1613,6,1,146,35,26,207,1
2999,12,1,260,0,2,263,0
785,4,1,83,27,27,136,1
682,4,1,90,18,3,111,0
1391,16,1,229,0,14,242,0
1675,15,1,229,51,27,306,1
926,9,1,143,0,27,169,1
1107,3,1,94,25,6,125,0
1604,8,1,158,0,6,164,0
94,1,1,26,7,10,43,0
723,1,1,64,15,14,93,0
1050,6,1,109,27,27,162,1
477,2,5,53,13,14,79,0
819,5,1,90,0,27,117,1
520,2,1,60,15,13,88,0
1386,3,1,109,37,13,159,0
291,1,1,41,8,14,63,0
1491,7,1,131,39,27,197,1
617,3,3,68,0,14,81,0
1183,6,1,124,0,6,130,0
748,3,2,71,15,6,92,0
931,4,1,90,8,13,111,0
1023,6,1,109,0,10,119,0
1093,4,1,101,26,26,153,1
2875,11,1,229,66,34,329,1
466,2,6,53,15,6,73,0
5,1,1,53,8,3,63,0
837,4,1,86,15,34,135,1
528,2,1,56,5,14,75,0
690,2,3,68,8,34,109,1
2038,12,2,214,0,34,248,1
1856,17,1,236,53,26,315,1
847,6,5,101,34,14,149,0
602,2,5,64,9,27,99,1
597,4,3,71,0,14,85,0
3016,10,1,244,0,6,250,0
671,3,1,68,8,6,81,0
1440,5,1,128,32,34,194,1
